Id_KPIKaryawan,Id_karyawan,nama_Karyawan,Department,status_kehadiran_pelatihan,Status_Kerja,EnvironmentSatisfaction,JobSatisfaction,id_cabang,id_tahun
1016,16,Flossy,Research & Development,HADIR,AKTIF,1,3,5,2
1017,17,Irma,Research & Development,TIDAK HADIR,AKTIF,5,4,5,2
1018,18,Hillyer,Research & Development,TIDAK HADIR,AKTIF,2,4,4,2
1019,19,Berton,Sales,TIDAK HADIR,AKTIF,2,5,5,2
1020,20,Stafani,Research & Development,HADIR,AKTIF,3,5,4,2
1021,21,Constancia,Research & Development,HADIR,AKTIF,3,3,2,2
1022,22,Winfred,Sales,HADIR,AKTIF,2,1,2,2
1023,23,Dalston,Research & Development,HADIR,AKTIF,5,3,4,2
1024,24,Liva,Research & Development,TIDAK HADIR,RESIGN,0,0,4,2
1025,25,Adara,Research & Development,TIDAK HADIR,RESIGN,0,0,5,2
1026,26,Benedict,Research & Development,HADIR,AKTIF,3,2,2,2
1027,27,Theodore,Research & Development,TIDAK HADIR,RESIGN,0,0,5,2
1028,28,Evyn,Sales,HADIR,AKTIF,1,3,4,2
1029,29,Miquela,Research & Development,HADIR,AKTIF,5,1,4,2
1030,30,Van,Sales,HADIR,AKTIF,5,5,2,2
1031,31,Olive,Research & Development,HADIR,AKTIF,2,3,2,2
1032,32,Harrietta,Research & Development,TIDAK HADIR,AKTIF,2,2,5,2
1033,33,Verla,Research & Development,HADIR,AKTIF,1,1,4,2
1034,34,Fredelia,Sales,HADIR,AKTIF,4,4,5,2
1035,35,Reube,Research & Development,HADIR,AKTIF,1,3,3,2
1036,36,Pepita,Research & Development,TIDAK HADIR,RESIGN,0,0,5,2
1037,37,Hewet,Sales,HADIR,AKTIF,3,1,5,2
1038,38,Phebe,Sales,HADIR,AKTIF,2,3,3,2
1039,39,Sheelagh,Research & Development,HADIR,AKTIF,1,2,5,2
1040,40,Brander,Sales,TIDAK HADIR,AKTIF,4,5,5,2
1041,41,Zandra,Research & Development,HADIR,AKTIF,1,2,5,2
1042,42,Ezechiel,Research & Development,HADIR,AKTIF,2,5,2,2
1043,43,Stacia,Research & Development,HADIR,AKTIF,1,5,2,2
1044,44,Salvidor,Sales,HADIR,AKTIF,4,1,4,2
1045,45,Morganne,Research & Development,TIDAK HADIR,AKTIF,5,1,5,2
1046,46,Hillary,Research & Development,TIDAK HADIR,AKTIF,4,5,2,2
1047,47,Lyda,Sales,HADIR,AKTIF,4,3,3,2
1048,48,Viola,Research & Development,HADIR,AKTIF,4,5,2,2
1049,49,Rikki,Sales,TIDAK HADIR,RESIGN,0,0,3,2
1050,50,Arne,Research & Development,HADIR,AKTIF,4,4,3,2
1051,51,Cale,Research & Development,HADIR,AKTIF,5,5,5,2
1052,52,Lizette,Research & Development,HADIR,AKTIF,4,2,3,2
1053,53,Colline,Sales,HADIR,AKTIF,3,3,4,2
1054,54,Portie,Research & Development,HADIR,AKTIF,4,2,5,2
1055,55,Quincy,Sales,HADIR,AKTIF,1,1,5,2
1056,56,Clevie,Research & Development,HADIR,AKTIF,1,4,4,2
1057,57,Gill,Sales,HADIR,AKTIF,5,4,4,2
1058,58,Uta,Research & Development,HADIR,AKTIF,1,3,2,2
1059,59,Lilla,Research & Development,TIDAK HADIR,AKTIF,3,3,3,2
1060,60,Fair,Research & Development,HADIR,AKTIF,3,3,4,2
1061,61,Karon,Research & Development,HADIR,AKTIF,4,1,5,2
1062,62,Bryn,Research & Development,TIDAK HADIR,RESIGN,0,0,3,2
1063,63,Lucinda,Research & Development,TIDAK HADIR,RESIGN,0,0,5,2
1064,64,Doloritas,Sales,TIDAK HADIR,RESIGN,0,0,3,2
1065,65,Nikolas,Research & Development,HADIR,AKTIF,1,5,5,2
1066,66,HADIRman,Research & Development,HADIR,AKTIF,2,5,2,2
1067,67,Deborah,Research & Development,TIDAK HADIR,RESIGN,0,0,4,2
1068,68,Melicent,Research & Development,HADIR,AKTIF,3,5,3,2
1069,69,Duke,Research & Development,HADIR,AKTIF,5,2,2,2
1070,70,Kristan,Research & Development,TIDAK HADIR,RESIGN,0,0,5,2
1071,71,Paxon,Sales,HADIR,AKTIF,3,2,5,2
1072,72,Marcos,Research & Development,HADIR,AKTIF,5,5,5,2
1073,73,Shannen,Research & Development,TIDAK HADIR,RESIGN,0,0,2,2
1074,74,Solly,Research & Development,TIDAK HADIR,AKTIF,5,1,5,2
1075,75,Aleen,Research & Development,HADIR,AKTIF,4,3,5,2
1076,76,Adelaide,Research & Development,TIDAK HADIR,AKTIF,5,2,4,2
1077,77,Jody,Sales,HADIR,AKTIF,4,1,2,2
1078,78,Nanni,Research & Development,TIDAK HADIR,AKTIF,2,3,4,2
1079,79,Eddy,Research & Development,HADIR,AKTIF,5,3,2,2
1080,80,Kevina,Human Resources,HADIR,AKTIF,4,5,5,2
1081,81,Karina,Research & Development,HADIR,AKTIF,5,2,5,2
1082,82,Whitney,Research & Development,TIDAK HADIR,AKTIF,2,5,4,2
1083,83,Tuckie,Sales,HADIR,AKTIF,3,5,2,2
1084,84,Frankie,Research & Development,HADIR,AKTIF,4,2,4,2
1085,85,Karlene,Research & Development,TIDAK HADIR,AKTIF,5,1,1,2
1086,86,Annice,Research & Development,HADIR,AKTIF,5,1,3,2
1087,87,Garold,Sales,TIDAK HADIR,RESIGN,0,0,4,2
1088,88,Donelle,Research & Development,TIDAK HADIR,RESIGN,0,0,5,2
1089,89,Janos,Research & Development,TIDAK HADIR,RESIGN,0,0,3,2
1090,90,Brnaby,Sales,HADIR,AKTIF,4,3,2,2
1091,91,Field,Research & Development,TIDAK HADIR,AKTIF,5,4,5,2
1092,92,Fifi,Sales,TIDAK HADIR,AKTIF,5,2,4,2
1093,93,Reeta,Sales,TIDAK HADIR,AKTIF,1,4,3,2
1094,94,Leeland,Research & Development,HADIR,AKTIF,5,5,3,2
1095,95,Jenni,Sales,HADIR,AKTIF,1,3,2,2
1096,96,Kelcie,Research & Development,HADIR,AKTIF,4,2,4,2
1097,97,Carlene,Sales,HADIR,AKTIF,5,2,2,2
1098,98,Kipp,Sales,TIDAK HADIR,AKTIF,5,3,4,2
1099,99,Killian,Sales,HADIR,AKTIF,1,1,3,2
1100,100,Alon,Research & Development,HADIR,AKTIF,4,1,5,2
1101,101,Friedrich,Human Resources,TIDAK HADIR,AKTIF,5,1,1,2
1102,102,Angelika,Research & Development,TIDAK HADIR,RESIGN,0,0,5,2
1103,103,Daffy,Research & Development,HADIR,AKTIF,2,4,4,2
1104,104,Remington,Research & Development,TIDAK HADIR,RESIGN,0,0,4,2
1105,105,Ros,Research & Development,TIDAK HADIR,AKTIF,5,4,2,2
1106,106,Christan,Human Resources,TIDAK HADIR,RESIGN,0,0,5,2
1107,107,Cammy,Research & Development,HADIR,AKTIF,4,4,4,2
1108,108,Nina,Sales,HADIR,AKTIF,2,5,2,2
1109,109,Dominique,Research & Development,HADIR,AKTIF,3,5,2,2
1110,110,Dreddy,Research & Development,HADIR,AKTIF,3,5,5,2
1111,111,Theda,Research & Development,TIDAK HADIR,AKTIF,4,5,5,2
1112,112,Veronique,Research & Development,TIDAK HADIR,AKTIF,2,1,2,2
1113,113,Legra,Human Resources,HADIR,AKTIF,5,4,2,2
1114,114,Ennis,Research & Development,TIDAK HADIR,AKTIF,3,3,5,2
1115,115,Dicky,Research & Development,HADIR,AKTIF,5,4,5,2
1116,116,Vance,Sales,HADIR,AKTIF,5,2,5,2
1117,117,Alexandra,Research & Development,HADIR,AKTIF,5,1,2,2
1118,118,Lynn,Sales,HADIR,AKTIF,5,5,5,2
1119,119,Glynnis,Research & Development,HADIR,AKTIF,1,5,5,2
1120,120,Maxy,Sales,HADIR,AKTIF,4,3,2,2
1121,121,Floria,Research & Development,HADIR,AKTIF,2,5,5,2
1122,122,Ruthie,Sales,TIDAK HADIR,AKTIF,5,3,2,2
1123,123,Gabriele,Research & Development,TIDAK HADIR,AKTIF,1,5,4,2
1124,124,Ethelda,Research & Development,TIDAK HADIR,AKTIF,3,5,2,2
1125,125,Tawnya,Sales,TIDAK HADIR,AKTIF,2,1,4,2
1126,126,Ken,Research & Development,TIDAK HADIR,AKTIF,4,5,4,2
1127,127,Shirley,Research & Development,TIDAK HADIR,RESIGN,0,0,2,2
1128,128,Quinlan,Sales,TIDAK HADIR,AKTIF,5,4,3,2
1129,129,Ingaberg,Research & Development,HADIR,AKTIF,3,1,3,2
1130,130,Sela,Research & Development,TIDAK HADIR,AKTIF,2,1,5,2
1131,131,Milicent,Research & Development,HADIR,AKTIF,3,4,2,2
1132,132,Bengt,Sales,HADIR,AKTIF,2,3,3,2
1133,133,Washington,Sales,TIDAK HADIR,AKTIF,2,1,4,2
1134,134,Elvyn,Sales,HADIR,AKTIF,5,4,5,2
1135,135,Miof mela,Human Resources,HADIR,AKTIF,4,5,3,2
1136,136,Moise,Research & Development,TIDAK HADIR,AKTIF,5,4,4,2
1137,137,Sada,Research & Development,TIDAK HADIR,RESIGN,0,0,5,2
1138,138,Charles,Sales,HADIR,AKTIF,2,4,3,2
1139,139,Travus,Sales,TIDAK HADIR,RESIGN,0,0,2,2
1140,140,Rebeka,Human Resources,TIDAK HADIR,RESIGN,0,0,5,2
1141,141,Harris,Research & Development,HADIR,AKTIF,4,3,3,2
1142,142,Stanford,Research & Development,TIDAK HADIR,RESIGN,0,0,5,2
1143,143,Joelie,Research & Development,HADIR,AKTIF,3,5,3,2
1144,144,Catherin,Research & Development,TIDAK HADIR,RESIGN,0,0,4,2
1145,145,Nickola,Sales,HADIR,AKTIF,1,5,2,2
1146,146,Bell,Research & Development,HADIR,AKTIF,1,1,5,2
1147,147,Corbie,Research & Development,HADIR,AKTIF,1,1,5,2
1148,148,Roarke,Research & Development,HADIR,AKTIF,3,1,5,2
1149,149,Julee,Research & Development,TIDAK HADIR,RESIGN,0,0,2,2
1150,150,Ewen,Research & Development,TIDAK HADIR,AKTIF,4,3,2,2
1151,151,Jorrie,Research & Development,HADIR,AKTIF,5,2,3,2
1152,152,Olly,Sales,HADIR,AKTIF,2,5,1,2
1153,153,Normand,Sales,TIDAK HADIR,AKTIF,1,1,5,2
1154,154,Miguel,Research & Development,TIDAK HADIR,RESIGN,0,0,4,2
1155,155,Tab,Sales,TIDAK HADIR,RESIGN,0,0,5,2
1156,156,Annabal,Research & Development,HADIR,AKTIF,5,2,3,2
1157,157,Cynthie,Research & Development,TIDAK HADIR,RESIGN,0,0,5,2
1158,158,Shelba,Research & Development,HADIR,AKTIF,5,2,4,2
1159,159,Jinny,Sales,TIDAK HADIR,AKTIF,1,2,3,2
1160,160,Tallou,Sales,HADIR,AKTIF,4,4,2,2
1161,161,Meridel,Research & Development,HADIR,AKTIF,5,3,4,2
1162,162,Skipp,Research & Development,HADIR,AKTIF,4,5,5,2
1163,163,Martin,Research & Development,TIDAK HADIR,AKTIF,3,4,5,2
1164,164,Cammi,Research & Development,HADIR,AKTIF,2,3,2,2
1165,165,Lee,Research & Development,HADIR,AKTIF,4,4,3,2
1166,166,Richardo,Research & Development,HADIR,AKTIF,1,3,2,2
1167,167,Kiah,Research & Development,HADIR,AKTIF,5,4,4,2
1168,168,Cecil,Sales,HADIR,AKTIF,2,2,5,2
1169,169,Letti,Sales,HADIR,AKTIF,4,1,2,2
1170,170,Emlynne,Research & Development,HADIR,AKTIF,4,4,5,2
1171,171,Marjie,Research & Development,TIDAK HADIR,AKTIF,2,4,4,2
1172,172,Homer,Sales,TIDAK HADIR,AKTIF,1,4,4,2
1173,173,Colman,Research & Development,HADIR,AKTIF,4,3,5,2
1174,174,Kai,Research & Development,HADIR,AKTIF,1,4,2,2
1175,175,Finlay,Sales,HADIR,AKTIF,2,1,2,2
1176,176,Odetta,Research & Development,HADIR,AKTIF,5,3,3,2
1177,177,Miltie,Research & Development,HADIR,AKTIF,1,3,5,2
1178,178,Sherry,Research & Development,TIDAK HADIR,AKTIF,1,2,5,2
1179,179,Jobyna,Sales,HADIR,AKTIF,4,1,5,2
1180,180,Susanne,Research & Development,HADIR,AKTIF,2,4,2,2
1181,181,Gilles,Research & Development,TIDAK HADIR,AKTIF,5,5,5,2
1182,182,Augustine,Research & Development,HADIR,AKTIF,2,5,4,2
1183,183,Felecia,Sales,HADIR,AKTIF,1,1,3,2
1184,184,Merrielle,Research & Development,TIDAK HADIR,AKTIF,4,2,5,2
1185,185,Tami,Research & Development,TIDAK HADIR,RESIGN,0,0,5,2
1186,186,Carlie,Research & Development,HADIR,AKTIF,3,4,1,2
1187,187,Carri,Research & Development,TIDAK HADIR,AKTIF,5,4,2,2
1188,188,Milo,Research & Development,HADIR,AKTIF,1,2,4,2
1189,189,Noelani,Research & Development,HADIR,AKTIF,5,5,4,2
1190,190,Aland,Research & Development,HADIR,AKTIF,5,1,3,2
1191,191,Jerry,Research & Development,HADIR,AKTIF,4,2,4,2
1192,192,Winni,Research & Development,HADIR,AKTIF,2,2,2,2
1193,193,Jolyn,Research & Development,HADIR,AKTIF,2,5,5,2
1194,194,Gabbey,Research & Development,HADIR,AKTIF,3,2,5,2
1195,195,Meaghan,Research & Development,HADIR,AKTIF,2,3,2,2
1196,196,Anny,Research & Development,HADIR,AKTIF,5,2,4,2
1197,197,Kath,Research & Development,HADIR,AKTIF,5,1,4,2
1198,198,Wyatt,Research & Development,HADIR,AKTIF,5,4,3,2
1199,199,Bette,Research & Development,HADIR,AKTIF,4,1,2,2
1200,200,Brynne,Research & Development,HADIR,AKTIF,1,4,5,2
1201,201,Erick,Research & Development,TIDAK HADIR,AKTIF,3,4,2,2
1202,202,Adan,Research & Development,TIDAK HADIR,AKTIF,5,3,4,2
1203,203,Retha,Research & Development,HADIR,AKTIF,5,2,5,2
1204,204,Hadrian,Research & Development,TIDAK HADIR,RESIGN,0,0,3,2
1205,205,Gunther,Research & Development,HADIR,AKTIF,1,1,5,2
1206,206,Tarah,Sales,HADIR,AKTIF,5,1,2,2
1207,207,Bard,Research & Development,TIDAK HADIR,RESIGN,0,0,4,2
1208,208,Melita,Research & Development,HADIR,AKTIF,5,1,3,2
1209,209,Chandler,Research & Development,TIDAK HADIR,RESIGN,0,0,5,2
1210,210,Rica,Research & Development,HADIR,AKTIF,4,2,1,2
1211,211,Keven,Sales,HADIR,AKTIF,4,5,5,2
1212,212,Purcell,Research & Development,HADIR,AKTIF,4,5,4,2
1213,213,Salim,Sales,TIDAK HADIR,AKTIF,5,4,3,2
1214,214,Kiah,Research & Development,HADIR,AKTIF,5,4,5,2
1215,215,Merrick,Research & Development,TIDAK HADIR,AKTIF,2,2,3,2
1216,216,Elka,Sales,HADIR,AKTIF,2,3,4,2
1217,217,Karney,Sales,TIDAK HADIR,AKTIF,2,3,2,2
1218,218,Arda,Research & Development,HADIR,AKTIF,5,2,2,2
1219,219,Blythe,Sales,TIDAK HADIR,AKTIF,5,5,4,2
1220,220,Brier,Sales,HADIR,AKTIF,3,4,1,2
1221,221,Alan,Research & Development,HADIR,AKTIF,5,2,2,2
1222,222,Morse,Research & Development,HADIR,AKTIF,1,2,4,2
1223,223,Belva,Research & Development,TIDAK HADIR,AKTIF,2,2,2,2
1224,224,Adrea,Sales,HADIR,AKTIF,3,1,4,2
1225,225,Vannie,Research & Development,HADIR,AKTIF,5,3,2,2
1226,226,Ava,Research & Development,TIDAK HADIR,AKTIF,5,2,4,2
1227,227,Dale,Sales,HADIR,AKTIF,4,1,2,2
1228,228,Chad,Sales,TIDAK HADIR,RESIGN,0,0,2,2
1229,229,Rudy,Sales,TIDAK HADIR,AKTIF,1,5,2,2
1230,230,Donavon,Research & Development,TIDAK HADIR,AKTIF,4,1,5,2
1231,231,Orazio,Research & Development,HADIR,AKTIF,1,5,1,2
1232,232,Lindon,Research & Development,HADIR,AKTIF,5,1,5,2
1233,233,Nanette,Human Resources,HADIR,AKTIF,1,4,4,2
1234,234,Avigdor,Sales,TIDAK HADIR,AKTIF,3,1,2,2
1235,235,Kiley,Research & Development,HADIR,AKTIF,4,5,2,2
1236,236,Margaret,Sales,HADIR,AKTIF,5,3,4,2
1237,237,Gusty,Research & Development,TIDAK HADIR,RESIGN,0,0,2,2
1238,238,Beverley,Sales,TIDAK HADIR,AKTIF,1,5,4,2
1239,239,Erinn,Sales,TIDAK HADIR,AKTIF,5,4,5,2
1240,240,Susie,Research & Development,TIDAK HADIR,AKTIF,1,2,5,2
1241,241,Dagny,Research & Development,HADIR,AKTIF,3,3,4,2
1242,242,Avigdor,Sales,TIDAK HADIR,AKTIF,2,4,3,2
1243,243,Adelice,Research & Development,TIDAK HADIR,RESIGN,0,0,5,2
1244,244,Kile,Research & Development,HADIR,AKTIF,4,4,2,2
1245,245,Ciel,Research & Development,HADIR,AKTIF,5,2,5,2
1246,246,Hasty,Research & Development,HADIR,AKTIF,1,4,1,2
1247,247,Patricio,Research & Development,HADIR,AKTIF,2,3,5,2
1248,248,Cindra,Research & Development,TIDAK HADIR,AKTIF,5,1,2,2
1249,249,Kerstin,Research & Development,TIDAK HADIR,AKTIF,1,2,4,2
1250,250,Gypsy,Research & Development,TIDAK HADIR,AKTIF,5,2,4,2
1251,251,Crichton,Research & Development,TIDAK HADIR,AKTIF,4,2,4,2
1252,252,Robert,Research & Development,TIDAK HADIR,AKTIF,4,2,2,2
1253,253,Silva,Research & Development,HADIR,AKTIF,2,5,3,2
1254,254,Nelson,Research & Development,TIDAK HADIR,AKTIF,2,5,2,2
1255,255,Darla,Sales,HADIR,AKTIF,3,1,2,2
1256,256,Lanie,Research & Development,TIDAK HADIR,AKTIF,2,4,5,2
1257,257,Briana,Research & Development,HADIR,AKTIF,2,5,5,2
1258,258,Gwenny,Research & Development,HADIR,AKTIF,1,1,3,2
1259,259,Reynold,Research & Development,HADIR,AKTIF,3,1,2,2
1260,260,Denyse,Research & Development,TIDAK HADIR,AKTIF,3,4,5,2
1261,261,Conrado,Research & Development,TIDAK HADIR,AKTIF,4,5,5,2
1262,262,Rubina,Sales,TIDAK HADIR,RESIGN,0,0,4,2
1263,263,Lebbie,Research & Development,TIDAK HADIR,RESIGN,0,0,2,2
1264,264,Ollie,Sales,HADIR,AKTIF,3,1,5,2
1265,265,Jemmie,Research & Development,HADIR,AKTIF,5,3,4,2
1266,266,Lock,Sales,HADIR,AKTIF,5,2,5,2
1267,267,Tristam,Research & Development,HADIR,AKTIF,5,4,2,2
1268,268,Sauveur,Research & Development,HADIR,AKTIF,3,1,4,2
1269,269,Bernadine,Research & Development,TIDAK HADIR,AKTIF,2,1,4,2
1270,270,Nathanil,Research & Development,TIDAK HADIR,AKTIF,5,3,4,2
1271,271,Britta,Research & Development,TIDAK HADIR,AKTIF,5,2,2,2
1272,272,Emmeline,Research & Development,TIDAK HADIR,AKTIF,4,1,4,2
1273,273,Paulina,Research & Development,TIDAK HADIR,AKTIF,1,3,5,2
1274,274,Brinn,Sales,HADIR,AKTIF,1,2,2,2
1275,275,Ashli,Research & Development,TIDAK HADIR,AKTIF,2,1,3,2
1276,276,Tonye,Research & Development,HADIR,AKTIF,1,5,4,2
1277,277,Avie,Research & Development,TIDAK HADIR,AKTIF,5,5,5,2
1278,278,Chico,Sales,HADIR,AKTIF,5,2,2,2
1279,279,Donnajean,Research & Development,HADIR,AKTIF,1,3,3,2
1280,280,Jodie,Research & Development,HADIR,AKTIF,4,1,5,2
1281,281,Thayne,Research & Development,TIDAK HADIR,AKTIF,4,5,2,2
1282,282,Hilarius,Sales,HADIR,AKTIF,1,3,3,2
1283,283,Johnny,Sales,HADIR,AKTIF,5,4,2,2
1284,284,Harley,Research & Development,TIDAK HADIR,RESIGN,0,0,2,2
1285,285,Marysa,Research & Development,HADIR,AKTIF,2,2,2,2
1286,286,Irwin,Research & Development,HADIR,AKTIF,3,5,2,2
1287,287,Sherill,Research & Development,TIDAK HADIR,RESIGN,0,0,2,2
1288,288,Cully,Research & Development,HADIR,AKTIF,4,3,2,2
1289,289,Joanne,Research & Development,TIDAK HADIR,AKTIF,2,2,5,2
1290,290,Phaedra,Research & Development,TIDAK HADIR,AKTIF,3,2,4,2
1291,291,Bastian,Research & Development,HADIR,AKTIF,2,2,4,2
1292,292,Marie-ann,Research & Development,TIDAK HADIR,AKTIF,5,1,1,2
1293,293,Shannon,Sales,HADIR,AKTIF,5,3,2,2
1294,294,Ludovico,Sales,HADIR,AKTIF,2,2,5,2
1295,295,Yvon,Research & Development,HADIR,AKTIF,4,3,2,2
1296,296,Cirillo,Sales,HADIR,AKTIF,4,1,3,2
1297,297,Ofelia,Research & Development,TIDAK HADIR,AKTIF,4,1,5,2
1298,298,Cad,Sales,HADIR,AKTIF,1,1,2,2
1299,299,Toddy,Research & Development,TIDAK HADIR,AKTIF,2,5,4,2
1300,300,Yoshiko,Research & Development,TIDAK HADIR,AKTIF,2,3,5,2
1301,301,Allistir,Sales,HADIR,AKTIF,2,4,2,2
1302,302,Derby,Sales,HADIR,AKTIF,5,1,1,2
1303,303,Delphine,Research & Development,HADIR,AKTIF,2,4,5,2
1304,304,Sophia,Sales,HADIR,AKTIF,3,4,2,2
1305,305,Charley,Research & Development,HADIR,AKTIF,2,1,2,2
1306,306,Reidar,Research & Development,HADIR,AKTIF,3,2,2,2
1307,307,Donetta,Sales,HADIR,AKTIF,2,1,4,2
1308,308,Lu,Research & Development,HADIR,AKTIF,3,1,4,2
1309,309,Ailyn,Research & Development,HADIR,AKTIF,1,5,5,2
1310,310,Dorothee,Research & Development,HADIR,AKTIF,4,2,3,2
1311,311,Emmalynne,Human Resources,HADIR,AKTIF,4,4,2,2
1312,312,Elwyn,Research & Development,HADIR,AKTIF,5,2,5,2
1313,313,Tabina,Research & Development,TIDAK HADIR,AKTIF,3,3,2,2
1314,314,Simona,Research & Development,HADIR,AKTIF,3,3,2,2
1315,315,Roderich,Research & Development,HADIR,AKTIF,3,1,3,2
1316,316,Ann,Research & Development,HADIR,AKTIF,5,5,5,2
1317,317,Malcolm,Research & Development,TIDAK HADIR,AKTIF,3,1,2,2
1318,318,Nikki,Research & Development,TIDAK HADIR,AKTIF,4,3,4,2
1319,319,Diarmid,Research & Development,HADIR,AKTIF,2,1,2,2
1320,320,Caye,Sales,HADIR,AKTIF,2,4,3,2
1321,321,Lorain,Sales,HADIR,AKTIF,1,3,2,2
1322,322,Henry,Sales,HADIR,AKTIF,5,3,5,2
1323,323,Minnie,Research & Development,HADIR,AKTIF,3,5,5,2
1324,324,Branden,Research & Development,TIDAK HADIR,AKTIF,1,5,4,2
1325,325,Ariel,Research & Development,HADIR,AKTIF,3,4,3,2
1326,326,Curran,Research & Development,TIDAK HADIR,AKTIF,2,3,2,2
1327,327,Darlleen,Research & Development,HADIR,AKTIF,1,1,2,2
1328,328,Appolonia,Sales,HADIR,AKTIF,1,1,2,2
1329,329,Jamie,Sales,HADIR,AKTIF,5,5,2,2
1330,330,Clevie,Research & Development,HADIR,AKTIF,3,1,4,2
1331,331,Paten,Research & Development,HADIR,AKTIF,1,1,4,2
1332,332,Gusella,Sales,HADIR,AKTIF,5,1,2,2
1333,333,Marty,Research & Development,TIDAK HADIR,AKTIF,5,3,2,2
1334,334,Filippo,Research & Development,TIDAK HADIR,AKTIF,2,3,2,2
1335,335,Cathryn,Research & Development,HADIR,AKTIF,4,2,1,2
1336,336,Ryon,Sales,HADIR,AKTIF,1,1,5,2
1337,337,Dickie,Research & Development,HADIR,AKTIF,4,3,3,2
1338,338,Rey,Research & Development,TIDAK HADIR,AKTIF,3,2,5,2
1339,339,Meredeth,Sales,TIDAK HADIR,AKTIF,2,1,4,2
1340,340,Fremont,Sales,TIDAK HADIR,AKTIF,1,4,1,2
1341,341,Osbourne,Research & Development,HADIR,AKTIF,1,2,4,2
1342,342,Thomasin,Research & Development,TIDAK HADIR,AKTIF,5,1,5,2
1343,343,Keeley,Research & Development,HADIR,AKTIF,5,4,2,2
1344,344,Giustina,Sales,TIDAK HADIR,RESIGN,0,0,5,2
1345,345,Karyn,Research & Development,HADIR,AKTIF,1,5,4,2
1346,346,Hodge,Research & Development,HADIR,AKTIF,4,2,5,2
1347,347,Peggy,Research & Development,HADIR,AKTIF,4,3,2,2
1348,348,Herb,Sales,HADIR,AKTIF,2,1,5,2
1349,349,Kelsy,Research & Development,TIDAK HADIR,RESIGN,0,0,3,2
1350,350,Anne,Sales,HADIR,AKTIF,1,3,3,2
1351,351,Gizela,Human Resources,TIDAK HADIR,RESIGN,0,0,5,2
1352,352,Leese,Research & Development,HADIR,AKTIF,4,1,3,2
1353,353,Deerdre,Sales,TIDAK HADIR,AKTIF,5,4,4,2
1354,354,Ashla,Research & Development,HADIR,AKTIF,2,1,5,2
1355,355,Fayre,Sales,HADIR,AKTIF,3,5,4,2
1356,356,Albie,Sales,HADIR,AKTIF,5,1,2,2
1357,357,Buiron,Research & Development,HADIR,AKTIF,2,4,2,2
1358,358,Linnea,Sales,TIDAK HADIR,RESIGN,0,0,2,2
1359,359,Noelani,Sales,TIDAK HADIR,AKTIF,4,3,2,2
1360,360,Tomas,Sales,TIDAK HADIR,AKTIF,4,5,5,2
1361,361,Susann,Research & Development,HADIR,AKTIF,2,2,2,2
1362,362,Dell,Research & Development,HADIR,AKTIF,4,2,5,2
1363,363,Deanna,Sales,HADIR,AKTIF,5,1,5,2
1364,364,Erny,Sales,TIDAK HADIR,AKTIF,5,5,4,2
1365,365,Netta,Research & Development,HADIR,AKTIF,2,1,5,2
1366,366,Daveen,Research & Development,HADIR,AKTIF,3,2,4,2
1367,367,Bartram,Sales,HADIR,AKTIF,3,3,2,2
1368,368,Artemis,Research & Development,HADIR,AKTIF,3,4,2,2
1369,369,Aila,Sales,TIDAK HADIR,RESIGN,0,0,3,2
1370,370,Lindi,Research & Development,TIDAK HADIR,AKTIF,1,4,3,2
1371,371,Phaidra,Sales,HADIR,AKTIF,1,2,1,2
1372,372,Minny,Research & Development,HADIR,AKTIF,2,2,5,2
1373,373,Salvidor,Research & Development,TIDAK HADIR,RESIGN,0,0,4,2
1374,374,Trudey,Research & Development,HADIR,AKTIF,3,5,4,2
1375,375,Sena,Sales,HADIR,AKTIF,5,1,4,2
1376,376,Jaymee,Research & Development,TIDAK HADIR,AKTIF,2,1,5,2
1377,377,Merrick,Sales,HADIR,AKTIF,2,5,5,2
1378,378,Dulcine,Research & Development,HADIR,AKTIF,3,3,3,2
1379,379,Shelbi,Sales,TIDAK HADIR,AKTIF,4,5,2,2
1380,380,Odetta,Research & Development,TIDAK HADIR,AKTIF,3,3,2,2
1381,381,Ariel,Sales,HADIR,AKTIF,5,1,2,2
1382,382,Delphinia,Sales,TIDAK HADIR,RESIGN,0,0,2,2
1383,383,Janaye,Research & Development,HADIR,AKTIF,2,1,2,2
1384,384,Elisha,Research & Development,HADIR,AKTIF,2,3,5,2
1385,385,Almeda,Sales,HADIR,AKTIF,1,4,3,2
1386,386,Alexi,Research & Development,HADIR,AKTIF,4,4,5,2
1387,387,Uta,Research & Development,TIDAK HADIR,AKTIF,4,2,5,2
1388,388,Marianne,Sales,HADIR,AKTIF,1,4,2,2
1389,389,Garvey,Research & Development,HADIR,AKTIF,1,3,4,2
1390,390,Inigo,Research & Development,TIDAK HADIR,RESIGN,0,0,5,2
1391,391,Tyrus,Research & Development,TIDAK HADIR,RESIGN,0,0,5,2
1392,392,Timmy,Research & Development,HADIR,AKTIF,1,2,5,2
1393,393,Gordon,Research & Development,TIDAK HADIR,AKTIF,5,2,2,2
1394,394,Ivett,Sales,HADIR,AKTIF,1,2,5,2
1395,395,Tasia,Research & Development,HADIR,AKTIF,4,5,2,2
1396,396,Tripp,Research & Development,TIDAK HADIR,RESIGN,0,0,4,2
1397,397,Paige,Research & Development,HADIR,AKTIF,1,3,5,2
1398,398,Randi,Sales,HADIR,AKTIF,4,1,2,2
